Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;Dato;Fra tidspunkt;Til tidspunkt;Felt;Trafikkmengde;Dekningsgrad (%);Antall timer total;Antall timer inkludert;Antall timer ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T06:00+02:00;2026-08-16T07:00+02:00;2026-08-16;06:00;07:00;Totalt;3;100,0;1;1;0;3;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T07:00+02:00;2026-08-16T08:00+02:00;2026-08-16;07:00;08:00;1;1;100,0;1;1;0;1;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T07:00+02:00;2026-08-16T08:00+02:00;2026-08-16;07:00;08:00;2;4;100,0;1;1;0;4;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T07:00+02:00;2026-08-16T08:00+02:00;2026-08-16;07:00;08:00;Totalt i retning Sandnes;1;100,0;1;1;0;1;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T07:00+02:00;2026-08-16T08:00+02:00;2026-08-16;07:00;08:00;Totalt i retning Stavanger;4;100,0;1;1;0;4;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T07:00+02:00;2026-08-16T08:00+02:00;2026-08-16;07:00;08:00;Totalt;5;100,0;1;1;0;5;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T08:00+02:00;2026-08-16T09:00+02:00;2026-08-16;08:00;09:00;1;9;100,0;1;1;0;9;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T08:00+02:00;2026-08-16T09:00+02:00;2026-08-16;08:00;09:00;2;4;100,0;1;1;0;4;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T08:00+02:00;2026-08-16T09:00+02:00;2026-08-16;08:00;09:00;Totalt i retning Sandnes;9;100,0;1;1;0;9;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T08:00+02:00;2026-08-16T09:00+02:00;2026-08-16;08:00;09:00;Totalt i retning Stavanger;4;100,0;1;1;0;4;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T08:00+02:00;2026-08-16T09:00+02:00;2026-08-16;08:00;09:00;Totalt;13;100,0;1;1;0;13;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T09:00+02:00;2026-08-16T10:00+02:00;2026-08-16;09:00;10:00;1;9;100,0;1;1;0;9;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T09:00+02:00;2026-08-16T10:00+02:00;2026-08-16;09:00;10:00;2;9;100,0;1;1;0;9;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T09:00+02:00;2026-08-16T10:00+02:00;2026-08-16;09:00;10:00;Totalt i retning Sandnes;10;100,0;1;1;0;10;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T09:00+02:00;2026-08-16T10:00+02:00;2026-08-16;09:00;10:00;Totalt i retning Stavanger;8;100,0;1;1;0;8;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T09:00+02:00;2026-08-16T10:00+02:00;2026-08-16;09:00;10:00;Totalt;18;100,0;1;1;0;18;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T10:00+02:00;2026-08-16T11:00+02:00;2026-08-16;10:00;11:00;1;37;100,0;1;1;0;37;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T10:00+02:00;2026-08-16T11:00+02:00;2026-08-16;10:00;11:00;2;29;100,0;1;1;0;29;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T10:00+02:00;2026-08-16T11:00+02:00;2026-08-16;10:00;11:00;Totalt i retning Sandnes;39;100,0;1;1;0;39;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T10:00+02:00;2026-08-16T11:00+02:00;2026-08-16;10:00;11:00;Totalt i retning Stavanger;27;100,0;1;1;0;27;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T10:00+02:00;2026-08-16T11:00+02:00;2026-08-16;10:00;11:00;Totalt;66;100,0;1;1;0;66;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T11:00+02:00;2026-08-16T12:00+02:00;2026-08-16;11:00;12:00;1;37;100,0;1;1;0;37;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T11:00+02:00;2026-08-16T12:00+02:00;2026-08-16;11:00;12:00;2;33;100,0;1;1;0;33;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T11:00+02:00;2026-08-16T12:00+02:00;2026-08-16;11:00;12:00;Totalt i retning Sandnes;37;100,0;1;1;0;37;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T11:00+02:00;2026-08-16T12:00+02:00;2026-08-16;11:00;12:00;Totalt i retning Stavanger;33;100,0;1;1;0;33;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T11:00+02:00;2026-08-16T12:00+02:00;2026-08-16;11:00;12:00;Totalt;70;100,0;1;1;0;70;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T12:00+02:00;2026-08-16T13:00+02:00;2026-08-16;12:00;13:00;1;44;100,0;1;1;0;44;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T12:00+02:00;2026-08-16T13:00+02:00;2026-08-16;12:00;13:00;2;52;100,0;1;1;0;52;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T12:00+02:00;2026-08-16T13:00+02:00;2026-08-16;12:00;13:00;Totalt i retning Sandnes;41;100,0;1;1;0;41;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T12:00+02:00;2026-08-16T13:00+02:00;2026-08-16;12:00;13:00;Totalt i retning Stavanger;55;100,0;1;1;0;55;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T12:00+02:00;2026-08-16T13:00+02:00;2026-08-16;12:00;13:00;Totalt;96;100,0;1;1;0;96;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T13:00+02:00;2026-08-16T14:00+02:00;2026-08-16;13:00;14:00;1;39;100,0;1;1;0;39;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T13:00+02:00;2026-08-16T14:00+02:00;2026-08-16;13:00;14:00;2;47;100,0;1;1;0;47;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T13:00+02:00;2026-08-16T14:00+02:00;2026-08-16;13:00;14:00;Totalt i retning Sandnes;37;100,0;1;1;0;37;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T13:00+02:00;2026-08-16T14:00+02:00;2026-08-16;13:00;14:00;Totalt i retning Stavanger;49;100,0;1;1;0;49;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T13:00+02:00;2026-08-16T14:00+02:00;2026-08-16;13:00;14:00;Totalt;86;100,0;1;1;0;86;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T14:00+02:00;2026-08-16T15:00+02:00;2026-08-16;14:00;15:00;1;34;100,0;1;1;0;34;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T14:00+02:00;2026-08-16T15:00+02:00;2026-08-16;14:00;15:00;2;45;100,0;1;1;0;45;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T14:00+02:00;2026-08-16T15:00+02:00;2026-08-16;14:00;15:00;Totalt i retning Sandnes;34;100,0;1;1;0;34;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T14:00+02:00;2026-08-16T15:00+02:00;2026-08-16;14:00;15:00;Totalt i retning Stavanger;45;100,0;1;1;0;45;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T14:00+02:00;2026-08-16T15:00+02:00;2026-08-16;14:00;15:00;Totalt;79;100,0;1;1;0;79;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T15:00+02:00;2026-08-16T16:00+02:00;2026-08-16;15:00;16:00;1;43;100,0;1;1;0;43;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T15:00+02:00;2026-08-16T16:00+02:00;2026-08-16;15:00;16:00;2;31;100,0;1;1;0;31;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T15:00+02:00;2026-08-16T16:00+02:00;2026-08-16;15:00;16:00;Totalt i retning Sandnes;42;100,0;1;1;0;42;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T15:00+02:00;2026-08-16T16:00+02:00;2026-08-16;15:00;16:00;Totalt i retning Stavanger;32;100,0;1;1;0;32;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T15:00+02:00;2026-08-16T16:00+02:00;2026-08-16;15:00;16:00;Totalt;74;100,0;1;1;0;74;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T16:00+02:00;2026-08-16T17:00+02:00;2026-08-16;16:00;17:00;1;25;100,0;1;1;0;25;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T16:00+02:00;2026-08-16T17:00+02:00;2026-08-16;16:00;17:00;2;28;100,0;1;1;0;28;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T16:00+02:00;2026-08-16T17:00+02:00;2026-08-16;16:00;17:00;Totalt i retning Sandnes;25;100,0;1;1;0;25;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T16:00+02:00;2026-08-16T17:00+02:00;2026-08-16;16:00;17:00;Totalt i retning Stavanger;28;100,0;1;1;0;28;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T16:00+02:00;2026-08-16T17:00+02:00;2026-08-16;16:00;17:00;Totalt;53;100,0;1;1;0;53;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T17:00+02:00;2026-08-16T18:00+02:00;2026-08-16;17:00;18:00;1;31;100,0;1;1;0;31;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T17:00+02:00;2026-08-16T18:00+02:00;2026-08-16;17:00;18:00;2;15;100,0;1;1;0;15;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T17:00+02:00;2026-08-16T18:00+02:00;2026-08-16;17:00;18:00;Totalt i retning Sandnes;31;100,0;1;1;0;31;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T17:00+02:00;2026-08-16T18:00+02:00;2026-08-16;17:00;18:00;Totalt i retning Stavanger;15;100,0;1;1;0;15;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T17:00+02:00;2026-08-16T18:00+02:00;2026-08-16;17:00;18:00;Totalt;46;100,0;1;1;0;46;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T18:00+02:00;2026-08-16T19:00+02:00;2026-08-16;18:00;19:00;1;19;100,0;1;1;0;19;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T18:00+02:00;2026-08-16T19:00+02:00;2026-08-16;18:00;19:00;2;20;100,0;1;1;0;20;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T18:00+02:00;2026-08-16T19:00+02:00;2026-08-16;18:00;19:00;Totalt i retning Sandnes;21;100,0;1;1;0;21;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T18:00+02:00;2026-08-16T19:00+02:00;2026-08-16;18:00;19:00;Totalt i retning Stavanger;18;100,0;1;1;0;18;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T18:00+02:00;2026-08-16T19:00+02:00;2026-08-16;18:00;19:00;Totalt;39;100,0;1;1;0;39;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T19:00+02:00;2026-08-16T20:00+02:00;2026-08-16;19:00;20:00;1;9;100,0;1;1;0;9;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T19:00+02:00;2026-08-16T20:00+02:00;2026-08-16;19:00;20:00;2;14;100,0;1;1;0;14;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T19:00+02:00;2026-08-16T20:00+02:00;2026-08-16;19:00;20:00;Totalt i retning Sandnes;11;100,0;1;1;0;11;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T19:00+02:00;2026-08-16T20:00+02:00;2026-08-16;19:00;20:00;Totalt i retning Stavanger;12;100,0;1;1;0;12;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T19:00+02:00;2026-08-16T20:00+02:00;2026-08-16;19:00;20:00;Totalt;23;100,0;1;1;0;23;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T20:00+02:00;2026-08-16T21:00+02:00;2026-08-16;20:00;21:00;1;6;100,0;1;1;0;6;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T20:00+02:00;2026-08-16T21:00+02:00;2026-08-16;20:00;21:00;2;2;100,0;1;1;0;2;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T20:00+02:00;2026-08-16T21:00+02:00;2026-08-16;20:00;21:00;Totalt i retning Sandnes;6;100,0;1;1;0;6;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T20:00+02:00;2026-08-16T21:00+02:00;2026-08-16;20:00;21:00;Totalt i retning Stavanger;2;100,0;1;1;0;2;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T20:00+02:00;2026-08-16T21:00+02:00;2026-08-16;20:00;21:00;Totalt;8;100,0;1;1;0;8;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T21:00+02:00;2026-08-16T22:00+02:00;2026-08-16;21:00;22:00;1;3;100,0;1;1;0;3;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T21:00+02:00;2026-08-16T22:00+02:00;2026-08-16;21:00;22:00;2;4;100,0;1;1;0;4;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T21:00+02:00;2026-08-16T22:00+02:00;2026-08-16;21:00;22:00;Totalt i retning Sandnes;3;100,0;1;1;0;3;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T21:00+02:00;2026-08-16T22:00+02:00;2026-08-16;21:00;22:00;Totalt i retning Stavanger;4;100,0;1;1;0;4;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T21:00+02:00;2026-08-16T22:00+02:00;2026-08-16;21:00;22:00;Totalt;7;100,0;1;1;0;7;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T22:00+02:00;2026-08-16T23:00+02:00;2026-08-16;22:00;23:00;1;1;100,0;1;1;0;1;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T22:00+02:00;2026-08-16T23:00+02:00;2026-08-16;22:00;23:00;2;1;100,0;1;1;0;1;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T22:00+02:00;2026-08-16T23:00+02:00;2026-08-16;22:00;23:00;Totalt i retning Sandnes;1;100,0;1;1;0;1;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T22:00+02:00;2026-08-16T23:00+02:00;2026-08-16;22:00;23:00;Totalt i retning Stavanger;1;100,0;1;1;0;1;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T22:00+02:00;2026-08-16T23:00+02:00;2026-08-16;22:00;23:00;Totalt;2;100,0;1;1;0;2;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T23:00+02:00;2026-08-17T00:00+02:00;2026-08-16;23:00;00:00;1;1;100,0;1;1;0;1;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T23:00+02:00;2026-08-17T00:00+02:00;2026-08-16;23:00;00:00;2;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T23:00+02:00;2026-08-17T00:00+02:00;2026-08-16;23:00;00:00;Totalt i retning Sandnes;1;100,0;1;1;0;1;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T23:00+02:00;2026-08-17T00:00+02:00;2026-08-16;23:00;00:00;Totalt i retning Stavanger;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-16T23:00+02:00;2026-08-17T00:00+02:00;2026-08-16;23:00;00:00;Totalt;1;100,0;1;1;0;1;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-17T00:00+02:00;2026-08-17T01:00+02:00;2026-08-17;00:00;01:00;1;1;100,0;1;1;0;1;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-17T00:00+02:00;2026-08-17T01:00+02:00;2026-08-17;00:00;01:00;2;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-17T00:00+02:00;2026-08-17T01:00+02:00;2026-08-17;00:00;01:00;Totalt i retning Sandnes;1;100,0;1;1;0;1;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-17T00:00+02:00;2026-08-17T01:00+02:00;2026-08-17;00:00;01:00;Totalt i retning Stavanger;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-17T00:00+02:00;2026-08-17T01:00+02:00;2026-08-17;00:00;01:00;Totalt;1;100,0;1;1;0;1;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-17T01:00+02:00;2026-08-17T02:00+02:00;2026-08-17;01:00;02:00;1;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-17T01:00+02:00;2026-08-17T02:00+02:00;2026-08-17;01:00;02:00;2;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-17T01:00+02:00;2026-08-17T02:00+02:00;2026-08-17;01:00;02:00;Totalt i retning Sandnes;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-17T01:00+02:00;2026-08-17T02:00+02:00;2026-08-17;01:00;02:00;Totalt i retning Stavanger;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-17T01:00+02:00;2026-08-17T02:00+02:00;2026-08-17;01:00;02:00;Totalt;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-17T02:00+02:00;2026-08-17T03:00+02:00;2026-08-17;02:00;03:00;1;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-17T02:00+02:00;2026-08-17T03:00+02:00;2026-08-17;02:00;03:00;2;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-17T02:00+02:00;2026-08-17T03:00+02:00;2026-08-17;02:00;03:00;Totalt i retning Sandnes;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-17T02:00+02:00;2026-08-17T03:00+02:00;2026-08-17;02:00;03:00;Totalt i retning Stavanger;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-17T02:00+02:00;2026-08-17T03:00+02:00;2026-08-17;02:00;03:00;Totalt;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-17T03:00+02:00;2026-08-17T04:00+02:00;2026-08-17;03:00;04:00;1;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-17T03:00+02:00;2026-08-17T04:00+02:00;2026-08-17;03:00;04:00;2;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-17T03:00+02:00;2026-08-17T04:00+02:00;2026-08-17;03:00;04:00;Totalt i retning Sandnes;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-17T03:00+02:00;2026-08-17T04:00+02:00;2026-08-17;03:00;04:00;Totalt i retning Stavanger;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-17T03:00+02:00;2026-08-17T04:00+02:00;2026-08-17;03:00;04:00;Totalt;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-17T04:00+02:00;2026-08-17T05:00+02:00;2026-08-17;04:00;05:00;1;1;100,0;1;1;0;1;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-17T04:00+02:00;2026-08-17T05:00+02:00;2026-08-17;04:00;05:00;2;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-17T04:00+02:00;2026-08-17T05:00+02:00;2026-08-17;04:00;05:00;Totalt i retning Sandnes;1;100,0;1;1;0;1;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-17T04:00+02:00;2026-08-17T05:00+02:00;2026-08-17;04:00;05:00;Totalt i retning Stavanger;0;100,0;1;1;0;0;100,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-17T04:00+02:00;2026-08-17T05:00+02:00;2026-08-17;04:00;05:00;Totalt;1;100,0;1;1;0;1;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-17T05:00+02:00;2026-08-17T06:00+02:00;2026-08-17;05:00;06:00;1;7;100,0;1;1;0;7;0,00;-;-;-;-;-;-;-;-
99274B3204701;Sykkelstamvegen Forus nord;EV39 S1000D65 m24;2026-08-17T05:00+02:00;2026-08-17T06:00+02:00;2026-08-17;05:00;06:00;2;15;100,0;1;1;0;15;0,00;-;-;-;-;-;-;-;-
